Link,Cong_Giao_tiep,Wireless,Webcams,Features,Den_ban_phim
//www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i3-nj1634w?utm_flashsale=1,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI","Wi-Fi 6 (802.11ax)
Bluetooth 5.1",HD webcam,Không có đèn,Không có
//www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-15arp10-r7-83j3001dvn,"Jack tai nghe 3.5 mm
2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4)
1 x USB 3.2
HDMI
1 x USB 3.2 (Always on)","Wi-Fi 802.11 a/b/g/n/ac
Bluetooth 5.1",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/asus-vivobook-s-16-s5606ca-ultra-7-ri115ws,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,Công tắc khóa camera,Không có đèn
//www.thegioididong.com/laptop/acer-nitro-v-16-propanel-anv16-41-r6zy-r5-nhqp2sv002,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C USB 4 (hỗ trợ DisplayPort)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/lenovo-legion-7-16irx9-i9-83fd004mvn,"USB Type-C
1 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)
1 x USB-C (hỗ trợ Thunderbolt 4 / USB 4, Power Delivery 140W và DisplayPort 1.4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC)
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",SD,HD webcam,Bảo mật vân tay
//www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i3-nj102w,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,Công tắc khóa camera,Không có đèn
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-25p2315,"Jack tai nghe 3.5 mm
1 x USB 2.0
2 x USB 3.2
HDMI","Bluetooth
Wi-Fi 802.11 a/b/g/n/ac",HD webcam,Không có đèn,Không có
//www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn229w?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC)
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Smart Card,HD webcam,"TPM 2.0
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/lenovo-thinkbook-16-g6-i5-21kh00q0vn,"LAN (RJ45)
1 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)
1 x Thunderbolt 4 / USB 4 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/hp-pavilion-15-eg2081tu-i5-7c0q4pa,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Micro SD,"Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/acer-aspire-a315-44p-r9w8-r7-nxksjsv002,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,"Bản lề mở 180 độ
Bảo mật vân tay",Không có đèn
//www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2,"LAN (RJ45)
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI","Bluetooth 5.2
Wi-Fi 6E (802.11ax)",HD webcam,Cooler Boost 5,"MUX Switch
Bản lề mở 180 độ"
//www.thegioididong.com/laptop/hp-15-fd0015tu-i7-a19c5pa,"Jack tai nghe 3.5 mm
2 x USB Type-A
HDMI
1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Smart Card,Full HD Webcam,"Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n5i7125w1,"HDMI
1 x USB 2.0
2 x USB 3.2
1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,HD webcam,"Lớp phủ ASUS Antimicrobial Guard
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Công tắc khóa camera"
//www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-7-21kc00agvn,"HDMI
1 x USB 3.2
1 x Headphone/microphone combo
2 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery và DisplayPort 2.1)
1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-7fn5j,"HDMI
2 x USB 3.2
1 x Headphone/microphone combo
1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,1080p FaceTime HD camera,Bảo mật vân tay
//www.thegioididong.com/laptop/hp-15-fd0234tu-i5-9q969pa,"USB Type-C
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Micro SD,HD webcam,Bản lề mở 180 độ
//www.thegioididong.com/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI","Wi-Fi 6 (802.11ax)
Bluetooth 5.1",HD webcam,Không có đèn,Không có
//www.thegioididong.com/laptop/hp-elitebook-630-g10-i5-19j0b4pt?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ display/power delivery)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Micro SD,"Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/msi-stealth-18-hx-ai-a2xwig-ultra-9-017vn,Không có,"Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,Không có đèn,Không có
//www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-5-83da006tvn,"Jack tai nghe 3.5 mm
2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4)
1 x USB 3.2
HDMI
1 x USB 3.2 (Always on)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,"MUX Switch
NVIDIA Optimus
Độ bền chuẩn quân đội MIL STD 810H",Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-59l5-ultra-5-nxj4ysv001,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x USB Type-C (hỗ trợ USB 4, Thunderbolt 4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/msi-katana-15-b13udxk-i7-2077vn,"LAN (RJ45)
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Bluetooth 5.2
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/hp-elitebook-630-g11-ultra-7-a7lc5pt,"LAN (RJ45)
2 x USB 3.2
HDMI
1 x Headphone/microphone combo
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 802.11 a/b/g/n/ac
Bluetooth 5.1",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/asus-vivobook-k3605zf-i5-rp745w,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type C (chỉ hỗ trợ Power Delivery)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-256gb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,"MUX Switch
NVIDIA Optimus
Độ bền chuẩn quân đội MIL STD 810H",Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/macbook-pro-14-nano-m4-16-512,"MagSafe 3
Jack tai nghe 3.5 mm
HDMI
3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Smart Card,HD webcam,"Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/msi-modern-14-c13m-i5-611vn,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)
2 x USB 2.0","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,Không có đèn,Không có
//www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001?utm_flashsale=1,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Camera 5.0 MP
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Full HD Webcam,"Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa?utm_flashsale=1,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5",Micro SD,Full HD Webcam,Bản lề mở 180 độ
//www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-256gb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,Full HD Webcam,"Màn hình gập 360 độ
Bảo mật vân tay"
//www.thegioididong.com/laptop/asus-fa507nur-r7-lp057w,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)
2 x USB 3.2
HDMI
1 x USB Type-C USB 4 (hỗ trợ DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",Smart Card,HD webcam,"Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/lenovo-thinkpad-e16-ultra-7-21ma004pvn,"LAN (RJ45)
1 x USB 3.2
HDMI
1 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery 3.0 và DisplayPort 2.1)
1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Camera IR 5 MP,"Màn hình gập 360 độ
Tiêu chuẩn Nền Intel Evo
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,"Jack tai nghe 3.5 mm
1 x USB 2.0
2 x USB 3.2
HDMI",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v5i5610w1,"LAN (RJ45)
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5052w1,"Jack tai nghe 3.5 mm
1 x USB 2.0
2 x USB 3.2
HDMI","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,"TPM 2.0
AI Chip LA1
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-fx507vu-i7-lp186w,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ DisplayPort)","Bluetooth 5.2
Wi-Fi 6E (802.11ax)",Micro SD,HD webcam,Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/hp-elitebook-630-g10-i5-9j0b5pt,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ display/power delivery)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR",Mở khóa khuôn mặt,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,"TPM 2.0
AI Chip LA1
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lenovo-thinkpad-x13-ultra-5-21lu004nvn,"HDMI
1 x USB 3.2
1 x Headphone/microphone combo
2 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery và DisplayPort 2.1)
1 x USB 3.2 (Always on)","Bluetooth 5.2
Wi-Fi 6E (802.11ax)",Micro SD,HD webcam,Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/asus-vivobook-14-a1407ca-ultra-5-ly008ws,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x USB Type-C (Power Delivery and DisplayPort)","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002,"Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",SD,HD webcam,"TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera"
//www.thegioididong.com/laptop/dell-inspiron-7440-core-7-n7440c7u161w11ibu,"HDMI
2 x USB 3.2
1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort 1.4)
1 x USB Type C (chỉ hỗ trợ Power Delivery)
1 x Headphone/microphone combo","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,TPM 2.0,Không có đèn
//www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-9h1n9pt?utm_flashsale=1,"LAN (RJ45)
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ display/power delivery)
1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Smart Card,Camera IR 5 MP,"Màn hình gập 360 độ
Tiêu chuẩn Nền Intel Evo
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/hp-envy-x360-14-fc0094tu-ultra-5-a19c4pa?utm_flashsale=1,"HDMI
2 x USB Type-A
1 x USB Type-C (USB Power Delivery, DisplayPort 2.1)
1 x Thunderbolt 4 with USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1)
1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR",Mở khóa khuôn mặt,Đèn chuyển màu RGB - 4 vùng
//www.thegioididong.com/laptop/msi-titan-18-hx-ai-a2xwig-ultra-9-090vn,Không có,"Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,"MUX Switch
NVIDIA Optimus
Độ bền chuẩn quân đội MIL STD 810H",Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001,Không có,"Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Công tắc khóa camera
Numberpad
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lenovo-loq-15arp9-r7-83jc0040vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)","Wi-Fi 6 (802.11ax)
Bluetooth 5.1",Micro SD,HD webcam,Bản lề mở 180 độ
//www.thegioididong.com/laptop/gigabyte-g5-mf5-rc555-i5-9rc55mf5feiaa1vn0c0?utm_flashsale=1,"Mini DisplayPort
1 x USB 2.0
1 x USB 3.2
HDMI
1 x Microphone jack
1 x Headphone/microphone combo
LAN (RJ45)
2 x USB Type-C","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lg-gram-14z90s-ultra-7-14z90sgah75a5,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C USB 4 (hỗ trợ Power Delivery và Thunderbolt 4)
1 x USB Type-C (chỉ hỗ trợ Power Delivery)","Wi-Fi 6 (802.11ax)
Bluetooth 5.1",HD webcam,Đèn chuyển màu RGB - 4 vùng,Không có
//www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs001qvn,"LAN (RJ45)
3 x USB 3.2
HDMI
1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)
1 x Headphone/microphone combo","Wi-Fi 7 (802.11be)
Bluetooth 5.4","Full HD Webcam
Camera IR","Tiêu chuẩn Nền Intel Evo
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/gigabyte-g6-kf-rc56-i7-9rc56kf0hjjanivn000,"Mini DisplayPort
1 x USB 2.0
1 x USB 3.2
HDMI
1 x Microphone jack
1 x Headphone/microphone combo
LAN (RJ45)
2 x USB Type-C","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,1080p FaceTime HD camera,Bảo mật vân tay
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520-i5u085w11slu,"Jack tai nghe 3.5 mm
1 x USB 2.0
2 x USB 3.2
HDMI","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lenovo-ideapad-slim-3-14irh10-i5-83k0000avn,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C 3.2 (hỗ trợ USB Power Delivery và DisplayPort 1.2)","Bluetooth 5.0
Wi-Fi 6 (802.11ax)",720p FaceTime Camera,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa,"USB Type-C
Jack tai nghe 3.5 mm
HDMI
LAN (RJ45)
2 x USB 3.1","Wi-Fi 6 (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-elitebook-x360-830-g11-ultra-5-a7rb9pt,"HDMI
2 x USB 3.2
1 x Headphone/microphone combo
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Bluetooth 5.2
Wi-Fi 6E (802.11ax)",Full HD Webcam,"TPM 2.0
AI Chip LA1
Công tắc khóa camera",Đèn chuyển màu RGB - 4 vùng
//www.thegioididong.com/laptop/hp-omen-14-fb0135tx-ultra-7-ay8v1pa,"HDMI
2 x USB Type-A
1 x Thunderbolt 4 with USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1)
1 x Headphone/microphone combo
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6 (802.11ax)
Bluetooth 5.1",SD,Full HD Webcam,"TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nu-r5-lp105w?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)
2 x USB 3.2
HDMI
1 x USB Type-C USB 4 (hỗ trợ DisplayPort)","Wi-Fi 802.11 a/b/g/n/ac
Bluetooth 5",HD webcam,Đơn sắc - Màu trắng,Không có
//www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nf-r5-hn012w?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w?utm_flashsale=1,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,"MUX Switch
NVIDIA Optimus",Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa,"HDMI
2 x USB Type-A
1 x Headphone/microphone combo
2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,1080p FaceTime HD camera,Bảo mật vân tay
//www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe340xda-n4500,"Jack tai nghe 3.5 mm
1 x USB 3.2
2 x USB Type-C","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-1tb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",SD,HD webcam,"TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/acer-nitro-5-an515-58-769j-i7-nhqfhsv003,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,"Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1veg-ultra-7-056vn,"LAN (RJ45)
1x Headphone-out
1 x USB 3.2
HDMI
1 x Thunderbolt 4 ( hỗ trợ DisplayPort, Power Delivery 3.1)
1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)","Wi-Fi 7 (802.11be)
Bluetooth 5.4",Micro SD,"Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/macbook-pro-16-inch-m4-max-36gb-1tb,"MagSafe 3
Jack tai nghe 3.5 mm
HDMI
3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,Không có đèn,Không có
//www.thegioididong.com/laptop/hp-probook-450-g10-i5-873d1pa?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB Type-A
HDMI
2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Micro SD,"Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa,"Jack tai nghe 3.5 mm
2 x Thunderbolt 3 (USB-C)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,"Sạc MagSafe
Bảo mật vân tay",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-vivobook-16-m1607ka-r7-ai-350-mb091ws,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x USB Type-C (Power Delivery and DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
